transaction_id,payment_id,ledger_id,settlement_id,expected_status
txn_00896,pay_00896,ledger_00896,set_00896,MATCH
txn_00897,pay_00897,ledger_00897,set_00897,AMOUNT_MISMATCH
txn_00898,pay_00898,ledger_00898,set_00898,AMOUNT_MISMATCH
txn_00899,pay_00899,ledger_00899,set_00899,SETTLEMENT_MISMATCH
txn_00900,pay_00900,ledger_00900,set_00900,MATCH
txn_00901,pay_00901,ledger_00901,set_00901,AMOUNT_MISMATCH
txn_00902,pay_00902,ledger_00902,set_00902,MATCH
txn_00903,pay_00903,ledger_00903,set_00903,MATCH
txn_00904,pay_00904,ledger_00904,set_00904,MATCH
txn_00905,pay_00905,ledger_00905,set_00905,MATCH
txn_00906,pay_00906,ledger_00906,set_00906,MATCH
txn_00907,,ledger_00907,set_00907,MISSING_PAYMENT
txn_00908,pay_00908,ledger_00908,set_00908,AMOUNT_MISMATCH
txn_00909,pay_00909,ledger_00909,set_00909,MATCH
txn_00910,pay_00910,ledger_00910,set_00910,REFERENCE_CORRUPTION
txn_00911,pay_00911,ledger_00911,set_00911,REFERENCE_CORRUPTION
txn_00912,pay_00912,ledger_00912,set_00912,MATCH
txn_00913,pay_00913,ledger_00913,set_00913,DUPLICATE_LEDGER
txn_00914,pay_00914,ledger_00914,set_00914,SETTLEMENT_MISMATCH
txn_00915,pay_00915,ledger_00915,set_00915,DUPLICATE_LEDGER
txn_00916,pay_00916,ledger_00916,set_00916,MATCH
txn_00917,pay_00917,ledger_00917,set_00917,MATCH
txn_00918,pay_00918,,set_00918,MISSING_LEDGER
txn_00919,pay_00919,ledger_00919,set_00919,MATCH
txn_00920,pay_00920,ledger_00920,set_00920,AMOUNT_MISMATCH
txn_00921,pay_00921,ledger_00921,set_00921,MATCH
txn_00922,pay_00922,ledger_00922,set_00922,MATCH
txn_00923,pay_00923,ledger_00923,set_00923,AMOUNT_MISMATCH
txn_00924,pay_00924,ledger_00924,set_00924,MATCH
txn_00925,pay_00925,ledger_00925,set_00925,MATCH
txn_00926,pay_00926,ledger_00926,set_00926,MATCH
txn_00927,pay_00927,ledger_00927,set_00927,DUPLICATE_LEDGER
txn_00928,pay_00928,ledger_00928,set_00928,DUPLICATE_LEDGER
txn_00929,pay_00929,ledger_00929,set_00929,MATCH
txn_00930,pay_00930,ledger_00930,set_00930,MATCH
txn_00931,,ledger_00931,set_00931,MISSING_PAYMENT
txn_00932,pay_00932,ledger_00932,set_00932,MATCH
txn_00933,pay_00933,ledger_00933,set_00933,MATCH
txn_00934,pay_00934,ledger_00934,set_00934,MATCH
txn_00935,pay_00935,ledger_00935,set_00935,MATCH
txn_00936,pay_00936,ledger_00936,set_00936,MATCH
txn_00937,pay_00937,ledger_00937,set_00937,MATCH
txn_00938,pay_00938,ledger_00938,set_00938,MATCH
txn_00939,pay_00939,ledger_00939,set_00939,AMOUNT_MISMATCH
txn_00940,pay_00940,ledger_00940,set_00940,MATCH
txn_00941,,ledger_00941,set_00941,MISSING_PAYMENT
txn_00942,pay_00942,ledger_00942,set_00942,MATCH
txn_00943,pay_00943,ledger_00943,set_00943,MATCH
txn_00944,pay_00944,ledger_00944,set_00944,MATCH
txn_00945,,ledger_00945,set_00945,MISSING_PAYMENT
txn_00946,pay_00946,ledger_00946,set_00946,MATCH
txn_00947,pay_00947,ledger_00947,set_00947,MATCH
txn_00948,pay_00948,ledger_00948,set_00948,MATCH
txn_00949,pay_00949,ledger_00949,set_00949,MATCH
txn_00950,pay_00950,ledger_00950,set_00950,AMBIGUOUS_MATCH
txn_00951,pay_00951,ledger_00951,set_00951,MATCH
txn_00952,pay_00952,,set_00952,MISSING_LEDGER
txn_00953,pay_00953,ledger_00953,set_00953,MATCH
txn_00954,pay_00954,ledger_00954,set_00954,MATCH
txn_00955,pay_00955,ledger_00955,set_00955,REFERENCE_CORRUPTION
txn_00956,pay_00956,ledger_00956,set_00956,MATCH
txn_00957,pay_00957,ledger_00957,set_00957,SETTLEMENT_MISMATCH
txn_00958,pay_00958,ledger_00958,set_00958,AMOUNT_MISMATCH
txn_00959,pay_00959,ledger_00959,set_00959,MATCH
txn_00960,,ledger_00960,set_00960,MISSING_PAYMENT
txn_00961,pay_00961,,set_00961,MISSING_LEDGER
txn_00962,pay_00962,ledger_00962,set_00962,MATCH
txn_00963,pay_00963,ledger_00963,set_00963,DUPLICATE_LEDGER
txn_00964,,ledger_00964,set_00964,MISSING_PAYMENT
txn_00965,pay_00965,ledger_00965,set_00965,MATCH
txn_00966,pay_00966,ledger_00966,set_00966,MATCH
txn_00967,pay_00967,ledger_00967,set_00967,MATCH
txn_00968,pay_00968,ledger_00968,set_00968,MATCH
txn_00969,pay_00969,ledger_00969,set_00969,MATCH
txn_00970,pay_00970,ledger_00970,set_00970,SETTLEMENT_MISMATCH
txn_00971,pay_00971,ledger_00971,set_00971,AMOUNT_MISMATCH
txn_00972,pay_00972,ledger_00972,set_00972,AMOUNT_MISMATCH
txn_00973,pay_00973,ledger_00973,set_00973,AMOUNT_MISMATCH
txn_00974,pay_00974,ledger_00974,set_00974,MATCH
txn_00975,pay_00975,ledger_00975,set_00975,MATCH
txn_00976,pay_00976,ledger_00976,set_00976,MATCH
txn_00977,pay_00977,ledger_00977,set_00977,MATCH
txn_00978,pay_00978,ledger_00978,set_00978,MATCH
txn_00979,pay_00979,ledger_00979,set_00979,MATCH
txn_00980,pay_00980,ledger_00980,set_00980,MATCH
txn_00981,pay_00981,ledger_00981,set_00981,MATCH
txn_00982,pay_00982,ledger_00982,set_00982,MATCH
txn_00983,pay_00983,ledger_00983,set_00983,MATCH
txn_00984,pay_00984,ledger_00984,set_00984,MATCH
txn_00985,pay_00985,ledger_00985,set_00985,MATCH
txn_00986,pay_00986,ledger_00986,set_00986,MATCH
txn_00987,pay_00987,ledger_00987,set_00987,MATCH
txn_00988,pay_00988,ledger_00988,set_00988,DUPLICATE_LEDGER
txn_00989,pay_00989,,set_00989,MISSING_LEDGER
txn_00990,pay_00990,ledger_00990,set_00990,AMOUNT_MISMATCH
txn_00991,pay_00991,ledger_00991,set_00991,MATCH
txn_00992,pay_00992,,set_00992,MISSING_LEDGER
txn_00993,pay_00993,ledger_00993,set_00993,MATCH
txn_00994,pay_00994,ledger_00994,set_00994,MATCH
txn_00995,pay_00995,ledger_00995,set_00995,MATCH
txn_00996,pay_00996,ledger_00996,set_00996,MATCH
txn_00997,pay_00997,,set_00997,MISSING_LEDGER
txn_00998,pay_00998,ledger_00998,set_00998,MATCH
txn_00999,pay_00999,ledger_00999,set_00999,MATCH
txn_01000,pay_01000,ledger_01000,set_01000,AMOUNT_MISMATCH
