settlement_id,payment_id,gross_amount,fee,tax,net_amount,currency
set_00962,pay_00962,2499,49.98,9.0,2440.02,INR
set_00963,pay_00963,799,15.98,2.88,780.14,INR
set_00964,pay_00964,999,19.98,3.6,975.42,INR
set_00965,pay_00965,499,9.98,1.8,487.22,INR
set_00966,pay_00966,499,9.98,1.8,487.22,INR
set_00967,pay_00967,2499,49.98,9.0,2440.02,INR
set_00968,pay_00968,999,19.98,3.6,975.42,INR
set_00969,pay_00969,4999,99.98,18.0,4881.02,INR
set_00970,pay_00970,799,15.98,2.88,780.14,INR
set_00971,pay_00971,4999,99.98,18.0,4881.02,INR
set_00972,pay_00972,1499,29.98,5.4,1463.62,INR
set_00973,pay_00973,499,9.98,1.8,487.22,INR
set_00974,pay_00974,499,9.98,1.8,487.22,INR
set_00975,pay_00975,2499,49.98,9.0,2440.02,INR
set_00976,pay_00976,999,19.98,3.6,975.42,INR
set_00977,pay_00977,1499,29.98,5.4,1463.62,INR
set_00978,pay_00978,1499,29.98,5.4,1463.62,INR
set_00979,pay_00979,1499,29.98,5.4,1463.62,INR
set_00980,pay_00980,999,19.98,3.6,975.42,INR
set_00981,pay_00981,799,15.98,2.88,780.14,INR
set_00982,pay_00982,499,9.98,1.8,487.22,INR
set_00983,pay_00983,999,19.98,3.6,975.42,INR
set_00984,pay_00984,1499,29.98,5.4,1463.62,INR
set_00985,pay_00985,499,9.98,1.8,487.22,INR
set_00986,pay_00986,499,9.98,1.8,487.22,INR
set_00987,pay_00987,1499,29.98,5.4,1463.62,INR
set_00988,pay_00988,1499,29.98,5.4,1463.62,INR
set_00989,pay_00989,499,9.98,1.8,487.22,INR
set_00990,pay_00990,2499,49.98,9.0,2440.02,INR
set_00991,pay_00991,4999,99.98,18.0,4881.02,INR
set_00992,pay_00992,4999,99.98,18.0,4881.02,INR
set_00993,pay_00993,499,9.98,1.8,487.22,INR
set_00994,pay_00994,799,15.98,2.88,780.14,INR
set_00995,pay_00995,799,15.98,2.88,780.14,INR
set_00996,pay_00996,2499,49.98,9.0,2440.02,INR
set_00997,pay_00997,999,19.98,3.6,975.42,INR
set_00998,pay_00998,499,9.98,1.8,487.22,INR
set_00999,pay_00999,799,15.98,2.88,780.14,INR
set_01000,pay_01000,499,9.98,1.8,487.22,INR
